date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:20:37	74565/74565	---MCZ	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://assets/js/jquery.easing.1.3.js+jquery.waypoints.min.js+jquery.stellar.min.js+owl.carousel.min.js.pagespeed.jc.wZ4uGdugvA.js	C:/My%20Web%20Sites/grnew1/assets/js/jquery.easing.1.3.js+jquery.waypoints.min.js+jquery.stellar.min.js+owl.carousel.min.js.pagespeed.jc.wZ4uGdugvA.js	(from https://assets/)
12:20:37	37704/37704	---MCZ	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://assets/js/jquery.magnific-popup.min.js+jquery.animateNumber.min.js+scrollax.min.js+google-map.js+main.js.pagespeed.jc.k5-l3qe_JK.js	C:/My%20Web%20Sites/grnew1/assets/js/jquery.magnific-popup.min.js+jquery.animateNumber.min.js+scrollax.min.js+google-map.js+main.js.pagespeed.jc.k5-l3qe_JK.js	(from https://assets/)
12:20:37	1453/1453	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2016%20Dec%202021%2006:50:37%20GMT	https://assets/css/owl.video.play.png	C:/My%20Web%20Sites/grnew11/assets/css/owl.video.play.png	(from https://assets/css/animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css.pagespeed.cc.qYAqQvmw7l.css)
12:20:37	10694/10694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2229c6-5bcdef4fc6c4a%22	https://assets/fonts/flaticon/font/Flaticon.eot	C:/My%20Web%20Sites/grnew1/assets/fonts/flaticon/font/Flaticon.eot	(from https://assets/css/animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css.pagespeed.cc.qYAqQvmw7l.css)
12:20:38	10694/10694	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2229c6-5bcdef4fc6c4a%22	https://assets/fonts/flaticon/font/Flaticon.eot?	C:/My%20Web%20Sites/grnew1/assets/fonts/flaticon/font/Flaticond41d.eot	(from https://assets/css/animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css.pagespeed.cc.qYAqQvmw7l.css)
12:20:38	6888/6888	---M--	200	added ('OK')	font/woff	etag:%221ae8-5bcdef4ff8928%22	https://assets/fonts/flaticon/font/Flaticon.woff	C:/My%20Web%20Sites/grnew1/assets/fonts/flaticon/font/Flaticon.woff	(from https://assets/css/animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css.pagespeed.cc.qYAqQvmw7l.css)
12:20:39	10516/10516	---MCZ	200	added ('OK')	font/ttf	etag:W/%222914-5bcdef50af301%22	https://assets/fonts/flaticon/font/Flaticon.ttf	C:/My%20Web%20Sites/grnew1/assets/fonts/flaticon/font/Flaticon.ttf	(from https://assets/css/animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css.pagespeed.cc.qYAqQvmw7l.css)
12:20:39	69939/69939	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2211133-5bcdef53c43e1%22	https://assets/fonts/flaticon/font/Flaticon.svg	C:/My%20Web%20Sites/grnew1/assets/fonts/flaticon/font/Flaticon.svg	(from https://assets/css/animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css.pagespeed.cc.qYAqQvmw7l.css)
12:20:39	1833/1833	---M--	200	added ('OK')	image/png	etag:%22729-5bcddb8cf5760%22	https://assets/images/use_your_illusion.png	C:/My%20Web%20Sites/grnew1/assets/images/use_your_illusion.png	(from https://assets/css/animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css.pagespeed.cc.qYAqQvmw7l.css)
12:20:40	273636/273636	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xbg_1.jpg.pagespeed.ic.C4ltd2p0C9.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xbg_1.jpg.pagespeed.ic.C4ltd2p0C9.jpg	(from https://index.html)
12:20:40	289793/289793	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/bg_1.jpg.pagespeed.ic._SnGDHYPFu.jpg	C:/My%20Web%20Sites/grnew1/assets/images/bg_1.jpg.pagespeed.ic._SnGDHYPFu.jpg	(from https://index.html)
12:20:40	186217/186217	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/about-1.jpg.pagespeed.ic.akjHwrNTaM.jpg	C:/My%20Web%20Sites/grnew1/assets/images/about-1.jpg.pagespeed.ic.akjHwrNTaM.jpg	(from https://index.html)
12:20:41	268977/268977	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/bg_4.jpg.pagespeed.ic.jsNSabbn7j.jpg	C:/My%20Web%20Sites/grnew1/preview.colorlib.com/theme/eroo/assets/images/bg_4.jpg.pagespeed.ic.jsNSabbn7j.jpg	(from https://index.html)
12:20:41	153367/153367	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/about-2.jpg.pagespeed.ic.GABFWe5WUO.jpg	C:/My%20Web%20Sites/grnew1/preview.colorlib.com/theme/eroo/assets/images/about-2.jpg.pagespeed.ic.GABFWe5WUO.jpg	(from https://index.html)
12:20:41	108625/108625	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xstaff-1.jpg.pagespeed.ic.eGaw1QpE70.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xstaff-1.jpg.pagespeed.ic.eGaw1QpE70.jpg	(from https://index.html)
12:20:42	65536/65536	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xstaff-3.jpg.pagespeed.ic.SDiG7_j0Ni.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xstaff-3.jpg.pagespeed.ic.SDiG7_j0Ni.jpg	(from https://index.html)
12:20:42	58956/58956	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xstaff-4.jpg.pagespeed.ic.6AuFgYdSNm.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xstaff-4.jpg.pagespeed.ic.6AuFgYdSNm.jpg	(from https://index.html)
12:20:42	133660/133660	---MCZ	200	added ('OK')	text/css	etag:W/%220%22	https://assets/css/A.animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css,Mcc.qYAqQvmw7l.css.pagespeed.cf.0xZNAPcLLI.css	C:/My%20Web%20Sites/grnew1/assets/css/A.animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css,Mcc.qYAqQvmw7l.css.pagespeed.cf.0xZNAPcLLI.css	(from https://preview.colorlib.com/theme/eroo/portfolio.html)
12:20:43	93918/93918	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xwork-2.jpg.pagespeed.ic.r-iPsMtsGp.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xwork-2.jpg.pagespeed.ic.r-iPsMtsGp.jpg	(from https://portfolio.html)
12:20:43	363465/363465	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xwork-1.jpg.pagespeed.ic.ll4YaSK4EN.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xwork-1.jpg.pagespeed.ic.ll4YaSK4EN.jpg	(from https://portfolio.html)
12:20:43	165868/165868	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xwork-3.jpg.pagespeed.ic.KnEiS52Z3l.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xwork-3.jpg.pagespeed.ic.KnEiS52Z3l.jpg	(from https://portfolio.html)
12:20:43	135993/135993	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xwork-4.jpg.pagespeed.ic.LMea4nnNOz.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xwork-4.jpg.pagespeed.ic.LMea4nnNOz.jpg	(from https://portfolio.html)
12:20:43	115372/115372	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xwork-5.jpg.pagespeed.ic.N4-vlzk0jd.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xwork-5.jpg.pagespeed.ic.N4-vlzk0jd.jpg	(from https://portfolio.html)
12:20:44	123426/123426	---M--	200	added ('OK')	image/jpeg	etag:%221e222-5bcddb9c6b6b1%22	https://assets/images/work-7.jpg	C:/My%20Web%20Sites/grnew1/assets/images/work-7.jpg	(from https://portfolio.html)
12:20:44	310170/310170	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xwork-6.jpg.pagespeed.ic.PzhabOq8x7.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xwork-6.jpg.pagespeed.ic.PzhabOq8x7.jpg	(from https://portfolio.html)
12:20:45	103043/103043	---M--	200	added ('OK')	image/jpeg	etag:%2219283-5bcddb885fa5d%22	https://assets/images/work-9.jpg	C:/My%20Web%20Sites/grnew1/assets/images/work-9.jpg	(from https://portfolio.html)
12:20:45	165582/165582	---M--	200	added ('OK')	image/jpeg	etag:%22286ce-5bcddb8780fe9%22	https://assets/images/work-8.jpg	C:/My%20Web%20Sites/grnew1/assets/images/work-8.jpg	(from https://portfolio.html)
12:20:45	118486/118486	---M--	200	added ('OK')	image/jpeg	etag:%221ced6-5bcddb9046153%22	https://assets/images/image_4.jpg	C:/My%20Web%20Sites/grnew1/assets/images/image_4.jpg	(from https://blog.html)
12:20:45	76327/76327	---M--	200	added ('OK')	image/jpeg	etag:%2212a27-5bcddb90839b0%22	https://assets/images/image_5.jpg	C:/My%20Web%20Sites/grnew1/assets/images/image_5.jpg	(from https://blog.html)
12:20:45	57302/57302	---M--	200	added ('OK')	image/jpeg	etag:%22dfd6-5bcddb91a8921%22	https://assets/images/image_6.jpg	C:/My%20Web%20Sites/grnew1/assets/images/image_6.jpg	(from https://blog.html)
12:20:46	85895/85895	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https:///assets/images/image_1.jpg.pagespeed.ic.2BInOJMs0v.jpg	C:/My%20Web%20Sites/grnew1/assets/images/image_1.jpg.pagespeed.ic.2BInOJMs0v.jpg	(from https://portfolio-single.html)
12:20:46	35651/35651	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/xperson_1.jpg.pagespeed.ic.P4pHl6glbj.jpg	C:/My%20Web%20Sites/grnew1/assets/images/xperson_1.jpg.pagespeed.ic.P4pHl6glbj.jpg	(from https://portfolio-single.html)
12:20:46	74393/74393	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/image_2.jpg.pagespeed.ic.fDt7QyzCfC.jpg	C:/My%20Web%20Sites/grnew1/assets/images/image_2.jpg.pagespeed.ic.fDt7QyzCfC.jpg	(from https://blog-single.html)
12:20:47	66097/66097	---M--	200	added ('OK')	image/jpeg	etag:W/%220%22	https://assets/images/ximage_3.jpg.pagespeed.ic.CzImA-z_Ch.jpg	C:/My%20Web%20Sites/grnew1/assets/images/ximage_3.jpg.pagespeed.ic.CzImA-z_Ch.jpg	(from https://blog-single.html)
12:20:47	542/542	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://assets/images/xuse_your_illusion.png.pagespeed.ic.Ck0WuiGu0U.png	C:/My%20Web%20Sites/grnew1/assets/images/xuse_your_illusion.png.pagespeed.ic.Ck0WuiGu0U.png	(from https://assets/css/A.animate.css+owl.carousel.min.css+owl.theme.default.min.css+magnific-popup.css+flaticon.css+style.css,Mcc.qYAqQvmw7l.css.pagespeed.cf.0xZNAPcLLI.css)
